,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.3,0.43053 ± 0.004,0.42103 ± 0.003,0.22625 ± 0.003,0.20942 ± 0.010,0.18696 ± 0.005,0.19038 ± 0.005,0.20402 ± 0.004,0.24407 ± 0.004,0.16049 ± 0.009,0.22724 ± 0.006,0.18351 ± 0.004,0.18562 ± 0.006,0.26847 ± 0.002,0.24674 ± 0.003
0.5,0.42800 ± 0.001,0.42172 ± 0.002,0.22537 ± 0.002,0.23389 ± 0.006,0.20394 ± 0.003,0.25377 ± 0.007,0.22192 ± 0.004,0.25355 ± 0.003,0.19856 ± 0.003,0.23525 ± 0.005,0.20529 ± 0.005,0.20583 ± 0.005,0.26917 ± 0.002,0.24642 ± 0.003
0.7,0.42581 ± 0.001,0.42327 ± 0.001,0.22647 ± 0.001,0.24426 ± 0.004,0.22817 ± 0.007,0.24639 ± 0.009,0.25415 ± 0.002,0.25460 ± 0.002,0.23717 ± 0.008,0.29038 ± 0.029,0.55364 ± 0.660,0.22028 ± 0.008,0.27621 ± 0.002,0.24851 ± 0.002
