,banknote,concrete_compression,wine_quality_white,wine_quality_red,california,climate_model_crashes,connectionist_bench_sonar,qsar_biodegradation,yeast,yacht_hydrodynamics
0.1,0.05032822757111599,0.10679611650485432,0.02797060024499798,0.0160327477400648,0.02851865310077517,0.04958847736625516,0.03581730769230773,0.2516009709860132,0.12407345013477089,0.05303030303030298
0.2,0.0687454412837345,0.11626213592233015,0.02282935520991869,0.04696116891238844,0.05638929263565895,0.09876543209876543,0.0788461538461539,0.23483990290139867,0.00042115902964956486,0.0757575757575758
0.3,0.02753464624361779,0.00182038834951459,0.08055235903337166,0.1481039285917335,0.03619186046511624,0.14927983539094647,0.11514423076923075,0.14338226794590225,0.12887466307277629,0.09090909090909094
0.4,0.035557986870897174,0.06917475728155342,0.11728349233453361,0.12502132014327139,0.0326913759689923,0.19938271604938274,0.16434294871794874,0.21796324124378685,0.20038746630727766,0.18181818181818177
0.5,0.10867979576951126,0.15922330097087378,0.21643342366086338,0.04246972539655469,0.13417514534883723,0.2494855967078189,0.20785256410256414,0.31261125881401,0.011034366576819443,0.2727272727272727
0.6,0.30014587892049593,0.18349514563106795,0.1284383236200305,0.1838649155722326,0.077422480620155,0.2998971193415638,0.2634615384615384,0.26452433244711593,0.08945417789757415,0.1515151515151515
0.7,0.35010940919037203,0.24356796116504853,0.25117858866327625,0.21928478026039,0.09932170542635654,0.3487654320987654,0.2987980769230769,0.37105536932146577,0.3532681940700808,0.36363636363636365
0.8,0.26823486506199856,0.3671116504854369,0.3016073350903894,0.3645460230826084,0.11984011627906976,0.39876543209876547,0.3634615384615385,0.3044272338457982,0.3520047169811321,0.41666666666666663
