,syn1
0.1,0.10037499999999999
0.2,0.20299999999999996
0.3,0.29725
0.4,0.39637500000000003
0.5,0.500875
0.6,0.5976250000000001
0.7,0.7005
0.8,0.8029999999999999
0.9,0.89925
