,syn1
0.1,0.028000000000000025
0.2,0.026249999999999996
0.3,0.051000000000000045
0.4,0.119
0.5,0.21450000000000002
0.6,0.23812500000000003
0.7,0.402875
0.8,0.29700000000000004
