,banknote,concrete_compression,wine_quality_white,wine_quality_red,california,climate_model_crashes,connectionist_bench_sonar,qsar_biodegradation,yeast,yacht_hydrodynamics
0.1,0.09664478482859229,0.10351941747572813,0.09903856861798876,0.09955085564841659,0.10015746124031011,0.10246913580246919,0.10240384615384612,0.09961854120910874,0.1026785714285714,0.0941558441558441
0.2,0.2062363238512035,0.2038834951456311,0.1980956976873678,0.1998976633122974,0.1997759205426357,0.20195473251028806,0.200801282051282,0.19958386313720955,0.19583894878706198,0.1964285714285714
0.3,0.3059810357403355,0.3138349514563107,0.3014959723820483,0.29808402979134685,0.30033914728682165,0.3017489711934156,0.30120192307692306,0.30114437637267366,0.29801212938005395,0.2851731601731602
0.4,0.40207877461706787,0.3952669902912621,0.3988084190207506,0.40076183978623003,0.40033914728682174,0.398559670781893,0.4032051282051282,0.3967171425268755,0.3985849056603774,0.4107142857142857
0.5,0.5014587892049599,0.49138349514563107,0.5004268903819741,0.49701517994200917,0.49984859496124034,0.5030864197530864,0.4985576923076923,0.5023696682464456,0.5004211590296497,0.49296536796536794
0.6,0.6044857768052516,0.5902912621359223,0.5995025799027432,0.6025356757064074,0.6010719476744186,0.5963991769547325,0.6012820512820513,0.5995376257080106,0.602004716981132,0.5941558441558441
0.7,0.7047775346462436,0.7064320388349514,0.7015108207431604,0.7064642674398771,0.7009811046511628,0.7014403292181071,0.7065705128205129,0.7027626863946365,0.7051044474393531,0.6948051948051948
0.8,0.7928519328956966,0.8088592233009708,0.8015516537362188,0.8028881687418272,0.8004421027131783,0.8011316872427984,0.8070512820512821,0.8013408854467692,0.8025606469002695,0.7987012987012987
0.9,0.9013493800145879,0.8942961165048544,0.9022235420765433,0.9023253169594633,0.9016472868217055,0.8995884773662551,0.901201923076923,0.8997572534967055,0.9023753369272237,0.8852813852813852
