,train_ML_f1_mean,train_ML_f1_std,test_ML_f1_mean,test_ML_f1_std
Q1_Q2_0.25,0.7653816718622941,0.05832020973577669,0.7435156208910363,0.06761678454551232
Q1_Q3_0.25,0.741248805438046,0.05135147726854642,0.7140225877585076,0.05007620240310609
Q1_Q4_0.25,0.7788676896457216,0.023452515024135263,0.6884175827376569,0.07999208295055257
Q2_Q3_0.25,0.732621239976008,0.0725159121840646,0.740074606244819,0.08376242413574171
Q2_Q4_0.25,0.691249188793417,0.0633707544352189,0.6743529989807044,0.07116394242457452
Q3_Q4_0.25,0.7794152889069685,0.037974450028655,0.6272818813327741,0.11639093341213161
Q1_0.25,0.7677300072036914,0.08115168395382098,0.7814214128589494,0.04026868759471827
Q2_0.25,0.766597945924911,0.04561546670773785,0.7803987536807051,0.060833626805678644
Q3_0.25,0.7132975879804822,0.03819417724150818,0.7348488168008492,0.05030028129326916
Q4_0.25,0.773685392975061,0.055759247655105905,0.7165895944777019,0.09180769980329744
Q1_Q2_0.5,0.7258639173087532,0.0669515015830614,0.719405691429795,0.08086360234313557
Q1_Q3_0.5,0.7104030415902912,0.07317513493305466,0.701066501233386,0.06449331720492206
Q1_Q4_0.5,0.7010213651116647,0.07251570065782557,0.5955306007657221,0.11193446489047829
Q2_Q3_0.5,0.5809888528842659,0.05743797453120443,0.6612420127945502,0.07101902124327694
Q2_Q4_0.5,0.6739286507009039,0.07478544053761878,0.5438539301310857,0.11761588416219354
Q3_Q4_0.5,0.6627880251873368,0.08220336597672707,0.44600053046832266,0.08708544931326981
Q1_0.5,0.7863626143346885,0.049308033638453146,0.7752312452829048,0.05790382261103798
Q2_0.5,0.7306641560785948,0.06321600445419215,0.7375039747297404,0.08609179355684814
Q3_0.5,0.709783836068234,0.050185488331596306,0.6489166885956126,0.07388423195732957
Q4_0.5,0.7281315762383544,0.034375531567643135,0.5695164019424036,0.09449947917395163
Q1_Q2_0.75,0.6538999699304161,0.06628288054596808,0.6746184802086422,0.08395836081719296
Q1_Q3_0.75,0.6382710821396244,0.08374150845406801,0.6338212882027474,0.07270881433858713
Q1_Q4_0.75,0.6959844053970089,0.10026396583956704,0.5146788598700046,0.11078639628502022
Q2_Q3_0.75,0.45953612741247324,0.06840714211139101,0.5654637855353153,0.08339399328243177
Q2_Q4_0.75,0.5831551515769519,0.07700018183618917,0.45743741328335485,0.10486269444808409
Q3_Q4_0.75,0.6666153960588004,0.06343716794809294,0.36208848716537856,0.06389600913492767
Q1_0.75,0.7604445077437106,0.05373734404687195,0.7652443183811904,0.05407572406640453
Q2_0.75,0.7057656763795551,0.057611365326312225,0.7280895190128239,0.08576758812466795
Q3_0.75,0.666900428227842,0.10309530287943448,0.6153304206327884,0.04916888535235046
Q4_0.75,0.6276756482593789,0.06778944054416519,0.5062190677849333,0.1337303032221537
Q1_Q2_1.0,0.6070786269742626,0.04576819351432713,0.6388874217943986,0.08838674856456703
Q1_Q3_1.0,0.602361012385325,0.07997321353614134,0.594332743012565,0.07189299088752016
Q1_Q4_1.0,0.6162280214619617,0.08082877662996747,0.4286002721863659,0.11535035037952646
Q2_Q3_1.0,0.44197189258073655,0.07830351931033144,0.5398265874091259,0.08180030467051186
Q2_Q4_1.0,0.49687136006021965,0.12031116752367568,0.3825924679715802,0.07466942254611009
Q3_Q4_1.0,0.30945441929048484,0.037528282110071934,0.31590445832249114,0.0400558444602373
Q1_1.0,0.7460052233191511,0.061749899138317986,0.7452213897553983,0.057251554537263
Q2_1.0,0.631492718489946,0.04787432077438033,0.6888061253521698,0.0707140618546288
Q3_1.0,0.6146974496092144,0.09228090927519841,0.6157026441866184,0.0441192693143561
Q4_1.0,0.5157677556210694,0.08016431412811476,0.4111379230664557,0.0993380249831388
