,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.21374865,0.0038419378,0.1749688,0.002878552,0.24280027,0.012362171,0.20103347,0.010159433
Q1_Q3_0.25,0.20823272,0.0046109944,0.16779128,0.0036637846,0.23743734,0.016907303,0.19334598,0.010678315
Q1_Q4_0.25,0.25993907,0.005986477,0.23128054,0.0043230588,0.2934544,0.01140196,0.2658059,0.009419719
Q2_Q3_0.25,0.11907335,0.0044527887,0.09547075,0.0039773663,0.11636744,0.003351045,0.09578667,0.00504458
Q2_Q4_0.25,0.20859492,0.0034057954,0.16419263,0.002504127,0.24113539,0.02528754,0.18864743,0.018456405
Q3_Q4_0.25,0.21865582,0.0037765135,0.17237961,0.0035212315,0.2545629,0.01914805,0.20159468,0.014729064
Q1_0.25,0.2759912,0.008984222,0.25047058,0.008018378,0.3259547,0.016946834,0.30070966,0.017499408
Q2_0.25,0.119894505,0.0029749568,0.0984958,0.0035599049,0.10979644,0.0030612764,0.0904976,0.0042700865
Q3_0.25,0.12732863,0.003134561,0.09950246,0.0032222422,0.123647295,0.008624015,0.09977256,0.0064290706
Q4_0.25,0.27413312,0.00726649,0.24128857,0.0072846697,0.32652956,0.019169176,0.29223007,0.0149074085
Q1_Q2_0.5,0.25055793,0.002374784,0.20994022,0.0023125992,0.27152926,0.010511073,0.22739574,0.010379794
Q1_Q3_0.5,0.23050623,0.004844662,0.18178095,0.0042667734,0.2544148,0.0072549484,0.20096727,0.0073108976
Q1_Q4_0.5,0.2855927,0.0025111183,0.25786763,0.0025072747,0.29569712,0.007634431,0.26715437,0.007175039
Q2_Q3_0.5,0.12077887,0.002604621,0.09714409,0.0015596428,0.12195718,0.004539613,0.10043351,0.0060245823
Q2_Q4_0.5,0.22409101,0.0047880155,0.17215133,0.0031836098,0.2447972,0.0076154824,0.18660171,0.005701423
Q3_Q4_0.5,0.24944802,0.0038855264,0.20742086,0.0039767018,0.27076808,0.017728303,0.2246112,0.017398417
Q1_0.5,0.31534353,0.006481016,0.28822058,0.0068837157,0.353156,0.014889033,0.32656145,0.012403447
Q2_0.5,0.11591132,0.0013817216,0.095756695,0.0015818918,0.112887636,0.008021229,0.09390739,0.0073208637
Q3_0.5,0.12927036,0.0024743602,0.10449593,0.0029630142,0.1283769,0.009144517,0.105979726,0.007354844
Q4_0.5,0.29421026,0.004927228,0.26072097,0.0037147428,0.33830926,0.015205523,0.30395803,0.014036424
Q1_Q2_0.75,0.31529072,0.0027605947,0.27089006,0.0034930361,0.31815082,0.008441696,0.27288175,0.00919921
Q1_Q3_0.75,0.26054057,0.0025794525,0.20275208,0.0021497093,0.27123544,0.0045645353,0.20965406,0.0030994564
Q1_Q4_0.75,0.2891271,0.0024459737,0.26238424,0.0016662696,0.28966433,0.0060546966,0.26316947,0.004440763
Q2_Q3_0.75,0.12396566,0.0036006523,0.10072086,0.0027420714,0.12961695,0.0036686866,0.10597743,0.0033370422
Q2_Q4_0.75,0.25856718,0.006281715,0.19760415,0.005305943,0.2638329,0.014484527,0.20138142,0.012371735
Q3_Q4_0.75,0.29905015,0.003322969,0.25883144,0.0038125177,0.30425334,0.010155508,0.26263723,0.011144236
Q1_0.75,0.36848694,0.008145861,0.34358612,0.008379213,0.37963468,0.011075311,0.3530069,0.010022824
Q2_0.75,0.11946277,0.0023799269,0.099659964,0.0019339402,0.11959342,0.0046366667,0.09954981,0.0043646707
Q3_0.75,0.1338418,0.0029014589,0.108265445,0.0023915332,0.13742357,0.0076472517,0.11432501,0.007965259
Q4_0.75,0.34474924,0.0046568746,0.31205884,0.0042396183,0.35983747,0.0076583964,0.32561207,0.0050339405
Q1_Q2_1.0,0.36676887,0.0034957519,0.3295847,0.00345511,0.36491644,0.01201499,0.3276137,0.010918552
Q1_Q3_1.0,0.30034596,0.0046293177,0.23061891,0.0049922895,0.29802638,0.012272282,0.22859363,0.011852663
Q1_Q4_1.0,0.27909583,0.0015482189,0.2557028,0.0011887054,0.27896753,0.0060957647,0.25596744,0.0051655327
Q2_Q3_1.0,0.12994485,0.0010279757,0.10686892,0.0011272698,0.14184257,0.0076775225,0.11763294,0.007133265
Q2_Q4_1.0,0.28385043,0.004825274,0.21762833,0.004234249,0.2833745,0.012196612,0.21685176,0.011118307
Q3_Q4_1.0,0.3476051,0.0027459313,0.31595904,0.0024124908,0.344232,0.008199609,0.31230026,0.007220836
Q1_1.0,0.40560478,0.0030673111,0.37868643,0.0030230996,0.4059001,0.01121218,0.3790937,0.0104269935
Q2_1.0,0.1269196,0.0013908453,0.10556658,0.0013011784,0.13027056,0.0066826907,0.109473035,0.006118002
Q3_1.0,0.13678162,0.0029188457,0.11209215,0.0029062384,0.1438168,0.0055358573,0.120404184,0.0057339477
Q4_1.0,0.3740235,0.0046658404,0.34390348,0.0048144907,0.3751493,0.009536432,0.34466588,0.009810045
