,train_ML_rmse_mean,train_ML_rmse_std,test_ML_rmse_mean,test_ML_rmse_std
Q1_Q2_0.25,13.485900081202988,0.5793960529656612,13.64835450415205,0.6127387834081369
Q1_Q3_0.25,13.469752476505533,0.6132407252388604,13.540890138054076,0.6877901528523989
Q1_Q4_0.25,13.355931075614853,0.6794513742146612,14.002163741604068,0.7733394987665446
Q2_Q3_0.25,12.761728262467548,0.7195119596611178,12.769251695137559,0.6114767843000392
Q2_Q4_0.25,13.016573281843332,0.5214662059202135,13.60421281565452,0.9309941539624413
Q3_Q4_0.25,13.224336520969398,0.7086537461571903,13.652843598970923,0.7214376819567002
Q1_0.25,13.261831488965521,0.6295261272761479,13.427344620834495,0.4443527767239796
Q2_0.25,12.70105842285029,0.6166249319147278,12.731569611575729,0.6861335036626839
Q3_0.25,12.653583206006022,0.6246633175678215,12.757697088535219,0.6250594446931336
Q4_0.25,12.798432862351483,0.7491291515105086,13.698249528274877,0.7171979800326348
Q1_Q2_0.5,14.61982807836855,0.6290797941639324,15.320210196853475,0.7017362581076051
Q1_Q3_0.5,14.118968027672306,0.729027445708501,14.615857495335987,0.8346929497771652
Q1_Q4_0.5,14.394677248044218,0.5937122558897318,15.346769012607922,1.0047292702571498
Q2_Q3_0.5,12.790817333075651,0.5979138932140214,12.967308535785293,0.6491052550746094
Q2_Q4_0.5,13.702624507287434,0.6242905436526048,14.814385921474798,0.7457399832392567
Q3_Q4_0.5,14.472270627332856,0.709559015649757,15.337490929354768,0.8772326152830368
Q1_0.5,14.082117342262055,0.6346079999554468,14.47509095386037,0.6506508727998253
Q2_0.5,12.709966448535406,0.661850318050948,12.850921594013988,0.70665469260268
Q3_0.5,12.74509595300994,0.6563415855184656,12.713349544977044,0.7150001480862296
Q4_0.5,13.654956387189127,0.7654164432837811,14.74576470172057,0.48940918100931824
Q1_Q2_0.75,16.364059244825455,0.6140762617180938,18.712525042535084,0.43165611211545163
Q1_Q3_0.75,15.511392563683462,0.6798884080517649,16.604851331202696,0.6324787615378522
Q1_Q4_0.75,14.930803164811298,0.6177364959370509,16.267362702416065,0.5328100264228607
Q2_Q3_0.75,12.817708220132037,0.595211686403857,12.92079977679875,0.7335541721541461
Q2_Q4_0.75,14.659845111104389,0.714601157724943,16.28215191505904,0.5985398386313604
Q3_Q4_0.75,16.590215938087958,0.894326341206586,18.05899476338677,0.28385700874903913
Q1_0.75,15.367430804019175,0.6247466874775364,16.412425190273456,0.588088616017125
Q2_0.75,12.798786991306073,0.6651734156769248,12.961124188883796,0.7264807873373382
Q3_0.75,12.677848615869442,0.5372057233520133,12.92622519860674,0.7378092387088557
Q4_0.75,14.946504268828908,0.6589878197615358,16.208640241985925,0.4446653207326375
Q1_Q2_1.0,19.017629827043528,0.6685228744356397,25.126248726372943,0.623966641394423
Q1_Q3_1.0,18.175612112877015,0.6125501548708813,20.451958690535445,0.6218373585598443
Q1_Q4_1.0,15.794582263628513,0.5579092619185644,16.980378287359752,0.5399356157848799
Q2_Q3_1.0,12.932448644594922,0.6928334237826134,13.095930729724426,0.7745141686444376
Q2_Q4_1.0,16.999425083463844,0.679242068364772,18.805612269927334,0.731878513267339
Q3_Q4_1.0,20.329790878500287,1.6150672405377584,22.7137955406387,0.9094978194036384
Q1_1.0,17.312293019016106,0.6022883596407733,18.899626692262093,0.7159290239334049
Q2_1.0,12.89743496373733,0.5579725840677323,13.08001299779543,0.7112410562166984
Q3_1.0,12.836008409545272,0.6563195180561987,13.06447768366478,0.6856139057960163
Q4_1.0,16.378303440367006,0.6668320529898727,18.254215537959947,0.6230560100880014
