,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.110247396,0.0020511083,0.073779084,0.0020122186,0.14048296,0.0074677644,0.111859724,0.0070283613
Q1_Q3_0.25,0.109723404,0.0018492427,0.074419595,0.0014335845,0.13625696,0.011494085,0.1053978,0.0109795965
Q1_Q4_0.25,0.12953737,0.0056841793,0.08837343,0.003599022,0.1841439,0.014365923,0.15617296,0.012191235
Q2_Q3_0.25,0.09547499,0.0041313455,0.06690922,0.0018564248,0.08780301,0.0044821952,0.069220334,0.0019449318
Q2_Q4_0.25,0.10762316,0.0052342843,0.07201712,0.0026270542,0.13138834,0.004304115,0.10808623,0.0032828592
Q3_Q4_0.25,0.099852964,0.0017440242,0.0679922,0.001215812,0.1362582,0.009113368,0.10959129,0.00847829
Q1_0.25,0.11786058,0.0055218274,0.08046199,0.0029532555,0.18866716,0.012993095,0.16075787,0.0073412727
Q2_0.25,0.09144308,0.0040923124,0.06276882,0.002601334,0.085556164,0.0057655782,0.07028509,0.005853063
Q3_0.25,0.06986734,0.00252605,0.05102863,0.001915225,0.08875373,0.01079366,0.06583055,0.0087843025
Q4_0.25,0.102253675,0.0077439407,0.06887509,0.0037158793,0.16364935,0.0044143638,0.14401525,0.004614003
Q1_Q2_0.5,0.14396667,0.004132337,0.10012581,0.0022951805,0.16906342,0.005873289,0.13450445,0.0037028596
Q1_Q3_0.5,0.13375184,0.0040787314,0.09121432,0.002139446,0.1572334,0.0074719065,0.11917517,0.008534037
Q1_Q4_0.5,0.18287793,0.003217491,0.13110201,0.0023474025,0.21317692,0.009745198,0.18342853,0.007237854
Q2_Q3_0.5,0.12515214,0.0022621187,0.09322153,0.0020944744,0.107552245,0.0055892738,0.08575085,0.0041550915
Q2_Q4_0.5,0.1274807,0.0072344155,0.08698674,0.0057230927,0.14007005,0.005685388,0.11490011,0.0031879554
Q3_Q4_0.5,0.12013464,0.0048131375,0.08381708,0.0037666883,0.15400676,0.012739852,0.12521924,0.012379691
Q1_0.5,0.124782465,0.003717334,0.08802124,0.0025392561,0.2003274,0.012218821,0.17601317,0.013189633
Q2_0.5,0.099300735,0.0020631182,0.07024747,0.0018249495,0.096833386,0.0052385447,0.07976179,0.0033917225
Q3_0.5,0.08528988,0.005334045,0.061532415,0.0033779608,0.08640714,0.007799188,0.0664381,0.005099446
Q4_0.5,0.11085018,0.0026495208,0.07827557,0.0020261884,0.17876884,0.005445453,0.15991719,0.0046647177
Q1_Q2_0.75,0.1760576,0.003416717,0.12846145,0.003176083,0.20421751,0.0066714613,0.17048547,0.0045084693
Q1_Q3_0.75,0.1563724,0.006169687,0.1135089,0.0031608478,0.17302537,0.009482243,0.13390121,0.010652097
Q1_Q4_0.75,0.23748703,0.006122596,0.18923934,0.0046666116,0.247407,0.010391976,0.21712418,0.007303427
Q2_Q3_0.75,0.1587778,0.0029395015,0.123827614,0.003020016,0.14272726,0.003458409,0.11460922,0.004539283
Q2_Q4_0.75,0.14924304,0.0038211327,0.108036354,0.0031244946,0.15859096,0.008102605,0.12938875,0.005793815
Q3_Q4_0.75,0.15502438,0.0050192773,0.11333988,0.004425519,0.18557297,0.012436532,0.15481272,0.01260812
Q1_0.75,0.17677905,0.0028351042,0.12668267,0.0019350889,0.24526934,0.0059652394,0.21734607,0.008412945
Q2_0.75,0.12170444,0.0030470754,0.08928602,0.0025552986,0.107263364,0.0054383473,0.088868335,0.0034335342
Q3_0.75,0.110644005,0.0061349855,0.08342186,0.004205874,0.11211693,0.014254914,0.08670449,0.011513042
Q4_0.75,0.14938393,0.0016782067,0.109424576,0.0013549532,0.21687028,0.008097835,0.19728203,0.008360054
Q1_Q2_1.0,0.33143276,0.008614443,0.2957593,0.006828657,0.33470577,0.01042166,0.29929078,0.009781791
Q1_Q3_1.0,0.23426151,0.010301897,0.18550828,0.007004242,0.23066139,0.011158323,0.18366861,0.0076388135
Q1_Q4_1.0,0.27506047,0.0017712314,0.24387324,0.0016084115,0.27371866,0.007338677,0.24355213,0.0064617246
Q2_Q3_1.0,0.19332209,0.017100237,0.16404298,0.014929674,0.17613076,0.011338334,0.14855176,0.011817646
Q2_Q4_1.0,0.20934579,0.00712934,0.16753265,0.004392669,0.2131308,0.011961121,0.1732138,0.008398569
Q3_Q4_1.0,0.32656962,0.007960312,0.29668596,0.0061681266,0.32435188,0.007218695,0.29362828,0.0058585545
Q1_1.0,0.3074902,0.008704779,0.26985192,0.0071957703,0.31907725,0.004256563,0.29535496,0.0033979998
Q2_1.0,0.1442711,0.004569621,0.1145365,0.0031629403,0.122682534,0.009138904,0.1029137,0.006693854
Q3_1.0,0.14190906,0.008005224,0.11260507,0.006854711,0.118272565,0.011798389,0.093036234,0.009166557
Q4_1.0,0.25945625,0.0024636185,0.22327885,0.003703864,0.2803219,0.007385002,0.26104262,0.0078077205
