,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,11.54369 ± 0.595,11.17082 ± 0.696,10.68809 ± 0.739,10.53784 ± 0.744,10.47784 ± 0.781,10.49212 ± 0.791,10.56375 ± 0.784,10.67708 ± 0.753,10.47256 ± 0.782,11.74496 ± 0.564,12.80317 ± 1.835,12.30334 ± 2.108,16.74053 ± 0.551,10.72794 ± 0.690
0.2,12.61443 ± 0.519,11.96902 ± 0.531,10.80082 ± 0.676,10.69268 ± 0.660,10.62018 ± 0.720,10.64607 ± 0.726,10.62470 ± 0.769,10.81904 ± 0.676,10.51668 ± 0.777,11.71066 ± 0.569,13.44636 ± 1.816,13.55309 ± 1.514,16.69983 ± 0.578,10.87012 ± 0.629
0.3,13.03959 ± 0.555,12.15087 ± 0.601,10.95108 ± 0.769,11.10438 ± 0.653,10.70693 ± 0.737,10.73969 ± 0.699,10.88951 ± 0.734,11.02923 ± 0.679,10.79536 ± 0.751,12.06150 ± 0.731,13.50151 ± 2.239,14.22069 ± 1.840,16.69900 ± 0.576,11.03545 ± 0.671
0.4,13.85344 ± 0.443,13.20481 ± 0.546,11.42825 ± 0.818,11.16246 ± 0.626,11.01417 ± 0.828,11.28397 ± 0.782,10.74070 ± 0.733,11.32900 ± 0.581,10.98961 ± 0.852,12.43801 ± 0.534,14.24928 ± 1.498,14.98579 ± 2.379,16.70336 ± 0.575,11.26260 ± 0.593
0.5,14.32672 ± 0.529,13.41039 ± 0.624,10.99667 ± 0.594,11.66228 ± 0.667,11.14976 ± 0.657,11.48420 ± 0.646,11.03809 ± 0.659,11.26151 ± 0.610,10.78904 ± 0.670,13.04295 ± 0.501,17.05652 ± 1.514,15.38602 ± 0.665,16.69961 ± 0.579,11.31504 ± 0.597
0.6,14.86344 ± 0.489,13.33017 ± 0.665,11.43401 ± 0.682,12.02386 ± 0.603,11.71581 ± 0.656,12.67521 ± 0.730,11.68597 ± 0.548,11.56740 ± 0.555,11.73715 ± 0.673,12.96028 ± 0.568,14.03187 ± 0.833,13.13041 ± 0.906,16.70355 ± 0.578,11.95026 ± 0.696
0.7,15.33702 ± 0.765,17.03194 ± 1.402,10.87510 ± 0.697,11.72225 ± 0.657,11.59884 ± 0.577,12.56420 ± 1.019,11.99130 ± 0.738,11.33302 ± 0.544,11.67353 ± 0.572,14.47915 ± 1.492,15.02702 ± 1.550,14.45968 ± 1.477,16.69977 ± 0.576,11.81297 ± 0.489
0.8,15.99353 ± 0.564,14.47682 ± 0.276,11.41613 ± 0.420,13.16322 ± 0.604,12.37992 ± 1.043,13.34746 ± 0.634,13.88781 ± 0.539,12.04557 ± 0.359,13.03049 ± 1.070,14.13628 ± 0.909,14.08105 ± 1.140,12.87241 ± 1.255,16.69349 ± 0.581,13.09215 ± 0.438
0.9,16.52351 ± 0.479,13.47611 ± 0.593,11.91308 ± 0.519,13.11122 ± 0.627,13.06706 ± 0.410,15.15811 ± 0.888,15.47323 ± 0.388,12.85648 ± 0.310,14.65517 ± 0.797,14.90592 ± 0.499,28.20971 ± 25.165,13.36441 ± 1.188,16.70181 ± 0.576,14.24914 ± 0.546
