,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.40828,0.46637,0.49709,0.49218,0.49938,0.50426,0.49963,0.49545,0.50485,0.41923,0.22250,0.26803,0.02669,0.50281
Q1_Q3_0.25,0.37811,0.47479,0.49618,0.48374,0.50214,0.50440,0.50146,0.47904,0.50238,0.41807,0.21763,0.24519,0.01534,0.50275
Q1_Q4_0.25,0.34813,0.38659,0.49039,0.48582,0.50738,0.49763,0.49259,0.49478,0.51378,0.38125,0.25630,0.25040,0.00695,0.49561
Q2_Q3_0.25,0.48378,0.44964,0.50949,0.50500,0.50073,0.50026,0.50364,0.51325,0.49896,0.41345,0.28564,0.27554,0.01346,0.50669
Q2_Q4_0.25,0.48484,0.38094,0.48385,0.48242,0.49283,0.49623,0.48927,0.48839,0.48819,0.38902,0.24535,0.23675,0.00910,0.48626
Q3_Q4_0.25,0.44358,0.44971,0.48527,0.49759,0.49312,0.49256,0.50193,0.48600,0.49628,0.38370,0.21781,0.21492,0.02335,0.48937
Q1_0.25,0.39980,0.49828,0.49200,0.50581,0.49999,0.49877,0.50416,0.49767,0.50291,0.42597,0.30272,0.25933,0.01972,0.49595
Q2_0.25,0.49303,0.48896,0.51110,0.50195,0.50635,0.50881,0.50624,0.50194,0.50874,0.42474,0.26667,0.25785,0.03157,0.50595
Q3_0.25,0.50090,0.49115,0.50840,0.50722,0.50642,0.50640,0.50616,0.51407,0.50994,0.42898,0.27341,0.25169,0.02582,0.50608
Q4_0.25,0.47464,0.37636,0.47046,0.48627,0.48234,0.47908,0.48686,0.48523,0.48013,0.39090,0.20549,0.23613,0.00939,0.46813
Q1_Q2_0.5,0.30536,0.39280,0.47956,0.46153,0.49328,0.44636,0.46404,0.47803,0.48567,0.38126,0.20686,0.22972,0.02588,0.47212
Q1_Q3_0.5,0.26061,0.41858,0.47800,0.47156,0.45565,0.45750,0.47456,0.45850,0.47319,0.41379,0.24573,0.24082,0.03869,0.47633
Q1_Q4_0.5,0.22282,0.20512,0.40956,0.39985,0.41937,0.41691,0.43221,0.40343,0.44729,0.35442,0.16831,0.17354,0.01729,0.39744
Q2_Q3_0.5,0.42530,0.41550,0.50780,0.49766,0.50011,0.49853,0.49551,0.49101,0.50127,0.39419,0.27510,0.24412,0.01888,0.50003
