,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.41431,0.48235,0.52020,0.51177,0.52322,0.52554,0.51912,0.49244,0.51868,0.45499,0.26085,0.29011,0.05080,0.51750
Q1_Q3_0.25,0.36187,0.47226,0.50282,0.49452,0.51034,0.51060,0.48400,0.46605,0.51209,0.45164,0.25253,0.26052,0.04880,0.49184
Q1_Q4_0.25,0.35658,0.43625,0.49166,0.47381,0.50711,0.50577,0.45751,0.49729,0.50495,0.44504,0.22738,0.27203,0.05064,0.47532
Q2_Q3_0.25,0.47323,0.45325,0.51381,0.51157,0.51401,0.51156,0.51710,0.51669,0.51445,0.45138,0.25653,0.26008,0.04854,0.50914
Q2_Q4_0.25,0.43106,0.37957,0.48251,0.47385,0.48377,0.48714,0.50078,0.48371,0.48185,0.42809,0.27008,0.28811,0.04880,0.45897
Q3_Q4_0.25,0.42315,0.41167,0.48197,0.47225,0.50064,0.50561,0.50330,0.48719,0.50678,0.41409,0.25596,0.21897,0.04948,0.47792
Q1_0.25,0.38461,0.50221,0.51498,0.50666,0.51923,0.52306,0.52184,0.51339,0.51788,0.47380,0.29666,0.29426,0.04880,0.50694
Q2_0.25,0.49236,0.49586,0.51690,0.51850,0.51752,0.51686,0.52142,0.52077,0.51874,0.45731,0.27668,0.28314,0.04854,0.51059
Q3_0.25,0.48868,0.49466,0.51866,0.52158,0.51014,0.50975,0.50802,0.52627,0.51236,0.45753,0.27910,0.28645,0.04948,0.50885
Q4_0.25,0.45982,0.38268,0.41984,0.45088,0.47519,0.47682,0.48176,0.47727,0.47274,0.42525,0.24807,0.28340,0.04854,0.45193
Q1_Q2_0.5,0.29310,0.43035,0.50939,0.46497,0.50591,0.45002,0.44627,0.47254,0.50964,0.43117,0.20680,0.24378,0.05080,0.47040
Q1_Q3_0.5,0.22976,0.46506,0.49589,0.48901,0.47478,0.47789,0.46496,0.47182,0.49049,0.42590,0.19453,0.23149,0.04948,0.47703
Q1_Q4_0.5,0.19893,0.30553,0.38076,0.38540,0.41142,0.35795,0.35456,0.35097,0.37870,0.32922,0.17559,0.17316,0.04880,0.37299
Q2_Q3_0.5,0.40491,0.30580,0.52159,0.50777,0.50122,0.50632,0.50415,0.51901,0.50384,0.42865,0.24491,0.24052,0.04789,0.48970
Q2_Q4_0.5,0.33974,0.21829,0.39088,0.38296,0.42662,0.42357,0.41733,0.40410,0.42522,0.33336,0.17871,0.19298,0.04854,0.39257
Q3_Q4_0.5,0.32848,0.21574,0.39574,0.41683,0.47416,0.47583,0.46471,0.45768,0.44445,0.28768,0.16971,0.18769,0.04854,0.38217
Q1_0.5,0.34240,0.49058,0.49619,0.50940,0.50495,0.49837,0.49819,0.49795,0.47510,0.44745,0.22333,0.24094,0.04880,0.48128
Q2_0.5,0.48008,0.46709,0.51997,0.51975,0.51465,0.51561,0.52122,0.51097,0.51751,0.46725,0.26484,0.28682,0.04880,0.51897
Q3_0.5,0.47703,0.42425,0.52309,0.50274,0.50759,0.50701,0.51193,0.51348,0.51027,0.44737,0.28324,0.25524,0.04854,0.52046
Q4_0.5,0.40925,0.34872,0.46770,0.45524,0.46392,0.46182,0.46214,0.47243,0.46008,0.38389,0.24507,0.23916,0.04854,0.44701
Q1_Q2_0.75,0.13565,0.36235,0.44586,0.42025,0.38368,0.32691,0.40782,0.43370,0.44444,0.40520,0.16658,0.19910,0.04880,0.38955
Q1_Q3_0.75,0.10289,0.38412,0.41069,0.35828,0.33364,0.29588,0.33677,0.40908,0.38285,0.33600,0.19786,0.19366,0.04789,0.36170
Q1_Q4_0.75,0.07895,0.16351,0.32610,0.26665,0.27985,0.32362,0.31399,0.29910,0.22141,0.31069,0.11011,0.07421,0.05080,0.18183
Q2_Q3_0.75,0.35070,0.29881,0.53013,0.50689,0.47280,0.46988,0.48459,0.51769,0.48249,0.43746,0.21463,0.23393,0.04870,0.50423
Q2_Q4_0.75,0.25939,0.19479,0.35125,0.33378,0.34992,0.35193,0.36600,0.34923,0.35242,0.31590,0.13159,0.12712,0.05064,0.34466
Q3_Q4_0.75,0.31772,0.12730,0.38900,0.33681,0.38232,0.40061,0.36564,0.38680,0.40253,0.29360,0.11107,0.09833,0.04789,0.33544
Q1_0.75,0.18702,0.45248,0.36612,0.34962,0.37095,0.34907,0.30264,0.37871,0.33790,0.36809,0.19235,0.20254,0.04854,0.37640
Q2_0.75,0.44249,0.41407,0.52510,0.52118,0.51792,0.52333,0.52804,0.52217,0.52291,0.46309,0.28804,0.24885,0.04870,0.51096
Q3_0.75,0.42975,0.36902,0.50678,0.50662,0.49701,0.49923,0.50077,0.52539,0.50068,0.44930,0.23612,0.23438,0.04948,0.50857
Q4_0.75,0.34689,0.16555,0.32131,0.31475,0.33152,0.30110,0.32290,0.34799,0.33502,0.28171,0.19346,0.17182,0.04974,0.30302
Q1_Q2_1.0,0.06747,0.28417,0.05083,0.05638,0.06942,0.06927,0.04471,0.05474,0.05008,0.04763,0.04099,0.04406,0.04896,0.05826
Q1_Q3_1.0,0.06287,0.36520,0.06013,0.05088,0.04196,0.05106,0.05072,0.04423,0.05266,0.07822,0.01547,0.04097,0.05038,0.04978
Q1_Q4_1.0,0.08328,0.06632,0.05333,0.05498,0.06035,0.05340,0.05461,0.05404,0.06329,0.06391,0.05080,0.05627,0.05064,0.07030
Q2_Q3_1.0,0.33044,0.29784,0.53047,0.49474,0.41370,0.44146,0.45035,0.51294,0.43388,0.40202,0.20909,0.21039,0.04870,0.50321
Q2_Q4_1.0,0.23534,0.09240,0.18489,0.14968,0.17885,0.18276,0.18475,0.18016,0.18270,0.16553,0.08455,0.08635,0.04854,0.16189
