,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.75971,0.84775,0.80095,0.76632,0.80095,0.77212,0.79091,0.76921,0.78824,0.76245,0.47737,0.47737,0.47737,0.80474
Q1_Q3_0.25,0.71227,0.77005,0.82270,0.77344,0.82270,0.81624,0.81776,0.81383,0.82013,0.77128,0.47737,0.47737,0.47737,0.81494
Q1_Q4_0.25,0.64976,0.50594,0.66685,0.61074,0.66685,0.65615,0.66343,0.67336,0.66236,0.65215,0.47737,0.47737,0.47737,0.67874
Q2_Q3_0.25,0.76063,0.81062,0.84771,0.80668,0.85001,0.85481,0.84768,0.84059,0.85244,0.83710,0.47737,0.47737,0.48844,0.84287
Q2_Q4_0.25,0.68615,0.62112,0.74196,0.68894,0.74196,0.72758,0.74178,0.74621,0.74178,0.66825,0.47737,0.47737,0.47737,0.74141
Q3_Q4_0.25,0.73678,0.54177,0.83553,0.76722,0.83553,0.83232,0.82269,0.82441,0.83287,0.77813,0.48873,0.49511,0.47737,0.80208
Q1_0.25,0.82505,0.83921,0.83829,0.81247,0.83829,0.82994,0.83110,0.82264,0.83595,0.83432,0.47737,0.50074,0.47737,0.84168
Q2_0.25,0.83129,0.83510,0.83716,0.81498,0.83716,0.83984,0.83463,0.84763,0.83716,0.83092,0.47737,0.48305,0.47737,0.83616
Q3_0.25,0.83606,0.77248,0.87046,0.82943,0.87046,0.86600,0.86797,0.85794,0.86797,0.82930,0.49939,0.48974,0.47737,0.86990
Q4_0.25,0.79286,0.63070,0.78127,0.78250,0.78127,0.78802,0.78418,0.77273,0.78418,0.71882,0.49965,0.50666,0.47737,0.76989
Q1_Q2_0.5,0.62669,0.77527,0.69379,0.66567,0.69379,0.65001,0.69720,0.65341,0.69347,0.69479,0.50074,0.49540,0.48959,0.65357
Q1_Q3_0.5,0.67531,0.60813,0.77628,0.64605,0.77351,0.72865,0.76819,0.76787,0.74969,0.68826,0.47737,0.48374,0.48374,0.76609
Q1_Q4_0.5,0.52718,0.51631,0.61260,0.57267,0.61680,0.59050,0.59526,0.57673,0.61248,0.58611,0.47737,0.47737,0.47737,0.60357
Q2_Q3_0.5,0.66947,0.57247,0.78237,0.73119,0.78237,0.73766,0.75126,0.75668,0.75962,0.67305,0.47737,0.47737,0.47737,0.79473
Q2_Q4_0.5,0.58304,0.55107,0.75141,0.67379,0.75141,0.69102,0.72472,0.70616,0.73191,0.67258,0.47737,0.49397,0.47737,0.72366
Q3_Q4_0.5,0.65676,0.52369,0.74498,0.67568,0.74171,0.71326,0.72438,0.72354,0.74207,0.65452,0.61363,0.61998,0.48844,0.71168
Q1_0.5,0.65709,0.85146,0.71449,0.62623,0.71449,0.69869,0.69998,0.66733,0.70588,0.66005,0.47737,0.47737,0.47737,0.69646
Q2_0.5,0.73524,0.84548,0.79920,0.70990,0.79920,0.80414,0.79617,0.77755,0.79617,0.76607,0.47737,0.48873,0.47737,0.78851
Q3_0.5,0.77724,0.58843,0.80326,0.77830,0.80326,0.79131,0.79966,0.78024,0.79758,0.76832,0.49540,0.47737,0.47737,0.77692
Q4_0.5,0.77727,0.64981,0.83776,0.80220,0.83776,0.83584,0.83528,0.82775,0.84226,0.80249,0.51943,0.55685,0.47737,0.82041
Q1_Q2_0.75,0.52317,0.83476,0.57214,0.50108,0.57214,0.48374,0.54080,0.56699,0.54589,0.51851,0.47737,0.47737,0.49597,0.54640
