,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.65329,0.75597,0.65326,0.64714,0.65326,0.64084,0.65242,0.63495,0.64450,0.64135,0.47737,0.47737,0.50453,0.65734
Q1_Q3_0.25,0.63643,0.71114,0.67315,0.69246,0.67315,0.68041,0.67172,0.67173,0.67276,0.67117,0.47737,0.47737,0.50897,0.68197
Q1_Q4_0.25,0.57314,0.51304,0.56976,0.56396,0.56976,0.56036,0.56391,0.57474,0.56391,0.55443,0.47737,0.47737,0.48787,0.56602
Q2_Q3_0.25,0.68090,0.73067,0.71227,0.67900,0.71227,0.71206,0.71227,0.70872,0.71227,0.70285,0.47737,0.47737,0.50902,0.70519
Q2_Q4_0.25,0.61210,0.56469,0.63369,0.59376,0.62965,0.62462,0.63556,0.62136,0.63051,0.58893,0.47737,0.47737,0.49554,0.63096
Q3_Q4_0.25,0.64676,0.53008,0.65681,0.63170,0.65681,0.67727,0.67740,0.67048,0.66984,0.64782,0.47737,0.47737,0.50872,0.65660
Q1_0.25,0.66451,0.72564,0.68084,0.67755,0.67743,0.67388,0.68100,0.67335,0.67743,0.67157,0.47737,0.47737,0.49522,0.67641
Q2_0.25,0.67785,0.74628,0.70448,0.70136,0.70448,0.71198,0.70831,0.70122,0.70505,0.70491,0.47737,0.47737,0.50811,0.70164
Q3_0.25,0.71378,0.69133,0.72317,0.71227,0.72317,0.72317,0.72317,0.71931,0.72317,0.70734,0.47737,0.47737,0.50303,0.72342
Q4_0.25,0.67144,0.54481,0.65624,0.66074,0.65624,0.65253,0.65624,0.65213,0.65624,0.62641,0.47737,0.47737,0.50359,0.64867
Q1_Q2_0.5,0.54630,0.76180,0.59061,0.55564,0.59061,0.55659,0.59061,0.55162,0.58042,0.56048,0.47737,0.47737,0.49977,0.57129
Q1_Q3_0.5,0.60876,0.58994,0.65351,0.58499,0.65351,0.63932,0.63651,0.62258,0.64024,0.60949,0.47737,0.47737,0.49930,0.63642
Q1_Q4_0.5,0.48262,0.49980,0.50704,0.50051,0.50066,0.48859,0.48346,0.50688,0.50135,0.49494,0.47737,0.47737,0.49243,0.49398
Q2_Q3_0.5,0.66057,0.65503,0.66550,0.64357,0.66550,0.64923,0.66183,0.66672,0.66059,0.62868,0.47737,0.47737,0.49970,0.68322
Q2_Q4_0.5,0.55492,0.55529,0.59061,0.56114,0.59061,0.57480,0.57686,0.59983,0.57582,0.56675,0.47737,0.47737,0.50719,0.61078
Q3_Q4_0.5,0.58877,0.48959,0.58012,0.56715,0.58012,0.58027,0.58043,0.57513,0.58014,0.55110,0.47737,0.47737,0.49352,0.57006
Q1_0.5,0.56061,0.72139,0.57295,0.54322,0.57295,0.56790,0.57157,0.55402,0.57773,0.55863,0.47737,0.47737,0.50427,0.55794
Q2_0.5,0.63970,0.78148,0.68179,0.64084,0.68179,0.67432,0.67432,0.67789,0.68189,0.64142,0.47737,0.47737,0.49585,0.67422
Q3_0.5,0.70106,0.58566,0.67835,0.67219,0.67835,0.67854,0.67062,0.67129,0.67826,0.66641,0.47737,0.47737,0.50828,0.67073
Q4_0.5,0.61918,0.53807,0.66431,0.65226,0.66431,0.66289,0.65448,0.66717,0.65448,0.63394,0.47737,0.47737,0.49510,0.64300
Q1_Q2_0.75,0.50164,0.78847,0.47737,0.48305,0.47737,0.47737,0.47737,0.47737,0.47737,0.47722,0.47737,0.47737,0.51233,0.47737
Q1_Q3_0.75,0.50621,0.56654,0.50621,0.50288,0.50621,0.55116,0.51017,0.50621,0.51525,0.51004,0.47737,0.47737,0.49897,0.51258
Q1_Q4_0.75,0.47737,0.47737,0.47737,0.47737,0.47737,0.47737,0.47737,0.47737,0.47737,0.47737,0.47737,0.47737,0.47750,0.47737
