,random,zero,Mean,MF,KNN,MICE,Missforest,XGB,OT,Hyper,GAIN,notmiwae,miwae,tabcsdi
concrete_compression,0.34466594957306185,0.19960685749365614,0.4783497224143617,0.42930110291468804,0.46233835807219625,0.5051353978611359,0.47981881324589876,0.4998326902973254,0.4217552783355175,0.4779607150398819,0.3472202106420494,0.37880218535219645,0.35760502512472364,-0.020029773231649606
wine_quality_white,0.14024726016479178,0.15755725939330575,0.29482236686913266,0.2842630908982268,0.286725306843822,0.30285021851007576,0.3040657457401016,0.30384648935425496,0.2018289504086365,0.30702964141484584,0.13235309263713252,0.2541629648906758,0.23792921771458583,-0.053524173866357175
wine_quality_red,0.1671995885074723,0.16409234600227385,0.29512289961579663,0.27544097355644415,0.295884596426658,0.30876873422339524,0.2981487901700041,0.06722132576103226,0.18527874798842636,0.3159638309133914,0.22662671100542578,0.26491335085070644,0.2571466007406552,-0.14173231679039575
california,0.22959686544606575,0.3938497383806814,0.3822689101487601,0.3528753160147161,0.32585413790589934,0.4869797178687104,0.47685339824766154,0.47713512129199387,0.3206601165745539,0.5327045715548272,0.3563014367823172,0.2663692594636352,0.24490868282332032,-0.06116626811820316
yacht_hydrodynamics,0.01487843640556632,-0.08136082684302029,0.014621245788618852,0.001070393725877672,-0.02252351861897677,0.005339230084050417,-0.016909979921989792,0.015937357702218602,0.022883010076834,0.009003694132321693,-0.046639014589956604,-0.2369224410610833,-0.23176967114917252,-0.2308984171918665
