,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.1078903085105242,0.006130219587035638,0.04111208051274613,0.002550120293413353,0.10454196465530079,0.02260856663057664,0.04030359086728251,0.010614596959751295
Q1_Q3_0.25,0.09059758821191308,0.002556950528340726,0.030976063024856792,0.0014610658995564362,0.08912040492889783,0.009371441339820766,0.03032138724977178,0.005321402618747021
Q1_Q4_0.25,0.13003822716408348,0.00175841488916558,0.052584174690079255,0.0009562271019085171,0.1282373216201734,0.00832072654470855,0.05210405469138426,0.003954676180055986
Q2_Q3_0.25,0.04277472002599819,0.0010000097684365592,0.015640575253722776,0.0007890573048659654,0.040970829336726196,0.004163945393009521,0.01479143263368191,0.00255223993394621
Q2_Q4_0.25,0.10271832981670934,0.003775842880531376,0.0365651268893452,0.002179178415002133,0.10227107215501656,0.01598517794675549,0.036833783447967054,0.007999796278162101
Q3_Q4_0.25,0.09483991805001728,0.0029875923564272482,0.03490473015494165,0.00139390929846409,0.09333086479730639,0.010020206947291471,0.03437438954183356,0.004881229733762869
Q1_0.25,0.13405090110234508,0.0033728805394186005,0.054459602685189144,0.0013829268832304651,0.13315961714516988,0.012561637567605127,0.05471284740946943,0.006084711598700527
Q2_0.25,0.03596794979048404,0.0008092303319541139,0.013570050554035998,0.00024379510777159744,0.03407557641324125,0.004760544874147959,0.012482334468848642,0.0018711069933079185
Q3_0.25,0.04291619232420434,0.0022001996225323164,0.014829304751135369,0.0010023717254878627,0.04403823787955173,0.003581671488642748,0.01542834257761749,0.0022286144102130145
Q4_0.25,0.14314769342269446,0.0005854059865458042,0.06550912294857102,0.001103234425220943,0.14058069675939938,0.005067202572587906,0.06499286724918528,0.004202986974768788
Q1_Q2_0.5,0.15912476017774393,0.0020055007185844327,0.08718499356017002,0.0017198761732491424,0.1571406889281196,0.008898396049227257,0.08650367815127426,0.007245877521761085
Q1_Q3_0.5,0.13207556020429262,0.00240157461835116,0.05959222337308436,0.0017516772828940906,0.13044461756157252,0.010518598092698611,0.05941126363954045,0.0066218507240608905
Q1_Q4_0.5,0.18152684829152993,0.0020007061176841793,0.10650290881257071,0.0015433912985042804,0.18271578117413909,0.00592644714742177,0.10727828238946555,0.005319427046013983
Q2_Q3_0.5,0.059965524063124595,0.0009355446099065651,0.030459658220194835,0.0008113603260386255,0.05936930513282794,0.0027091429465107256,0.030101862952827206,0.002646115753960024
Q2_Q4_0.5,0.15106162011697816,0.0020912749915741246,0.07913825655902151,0.0012913267761330404,0.15285106277023155,0.005423757598747553,0.07995989860324491,0.004072827006949214
Q3_Q4_0.5,0.15898785630375684,0.0012734993940908992,0.08785908396272046,0.0013127273812755897,0.15818373150781567,0.0042508337747369776,0.08770624233442703,0.005538616336745158
Q1_0.5,0.1873999345358123,0.004415353585446875,0.1035361032903999,0.002885282253054825,0.18670489592011758,0.014171554562942097,0.10306355963043531,0.010044544168853874
